repayment_id,loan_id,repayment_amount,repayment_date
RP13534,LN10145,14777.51,2025-08-31 03:22:34
RP13535,LN10060,14218.19,2024-04-16 18:27:35
RP13536,LN11099,4876.3,2024-08-20 03:41:02
RP13537,LN10346,16044.74,2025-09-26 22:19:49
RP13538,LN11132,8971.52,2023-05-16 19:45:04
RP13539,LN10411,14299.86,2022-10-22 19:25:37
RP13540,LN10787,9823.91,2024-04-06 15:31:35
RP13541,LN10671,1181.59,2023-11-15 05:34:33
RP13542,LN11077,1094.53,2025-05-01 20:22:31
RP13543,LN11771,19793.01,2023-11-17 00:44:27
RP13544,LN11750,4856.6,2022-09-21 05:19:27
RP13545,LN10770,17291.61,2022-07-30 04:11:47
RP13546,LN11154,5336.63,2023-04-29 11:56:17
RP13547,LN11490,9588.31,2022-09-28 19:26:32
RP13548,LN10720,19700.22,2024-04-23 18:28:12
RP13549,LN11695,3548.3,2024-03-21 07:13:59
RP13550,LN10478,11519.85,2025-03-05 18:38:08
RP13551,LN10365,7867.73,2024-09-16 02:41:47
RP13552,LN10952,11834.35,2024-12-17 08:05:00
RP13553,LN10632,10965.82,2023-04-13 10:43:24
RP13554,LN11928,3475.11,2022-02-14 18:57:09
RP13555,LN11506,11784.87,2024-01-09 16:07:22
RP13556,LN11616,7882.28,2022-04-05 19:35:01
RP13557,LN10250,5893.47,2025-09-22 10:03:02
RP13558,LN10527,3655.39,2024-02-21 02:07:08
RP13559,LN10743,13670.78,2022-02-10 09:34:56
RP13560,LN10719,14651.45,2022-07-13 12:03:45
RP13561,LN10341,16531.41,2023-08-11 06:25:09
RP13562,LN11180,16542.29,2023-01-31 09:41:18
RP13563,LN11994,19908.19,2024-03-09 03:15:38
RP13564,LN10905,5578.48,2024-01-14 16:58:34
RP13565,LN10048,11750.41,2024-09-24 11:40:12
RP13566,LN10738,11847.88,2023-08-25 22:46:07
RP13567,LN10708,11186.35,2022-06-01 14:27:42
RP13568,LN11918,7716.74,2023-06-24 09:06:52
RP13569,LN11515,4385.64,2025-03-14 06:54:31
RP13570,LN10783,11936.76,2022-03-10 18:46:25
RP13571,LN11676,3832.41,2023-11-20 14:33:54
RP13572,LN10134,1227.7,2022-08-26 13:17:51
RP13573,LN11432,13561.93,2023-08-02 17:29:33
RP13574,LN10353,9343.47,2024-02-22 07:09:06
RP13575,LN10498,19258.9,2025-09-01 04:46:09
RP13576,LN10663,7500.27,2024-08-08 18:18:56
RP13577,LN11010,19839.19,2025-05-19 06:57:53
RP13578,LN10947,1171.27,2024-02-07 11:15:16
RP13579,LN10305,2114.54,2024-01-14 23:46:32
RP13580,LN11154,13602.38,2023-04-06 00:11:25
RP13581,LN10834,13064.47,2025-04-07 17:05:09
RP13582,LN11058,11304.66,2024-11-18 23:04:33
RP13583,LN11827,4664.89,2024-10-14 07:10:22
RP13584,LN11528,2803.87,2024-10-29 11:09:52
RP13585,LN11515,2137.49,2022-01-05 12:21:24
RP13586,LN11781,15713.53,2023-03-19 07:47:39
RP13587,LN10755,17718.45,2025-01-07 23:45:14
RP13588,LN10596,16594.79,2022-12-01 10:06:46
RP13589,LN10622,3848.88,2024-07-04 07:30:47
RP13590,LN10306,15816.58,2025-02-14 11:02:48
RP13591,LN10765,19631.46,2023-10-19 05:10:05
RP13592,LN10800,12673.96,2025-04-07 23:25:01
RP13593,LN11974,8288.83,2024-05-20 02:19:25
RP13594,LN10150,2783.81,2023-03-05 16:23:17
RP13595,LN10420,6747.26,2024-10-07 12:51:48
RP13596,LN10594,12133.91,2023-12-19 07:46:10
RP13597,LN10981,8947.1,2022-03-28 11:06:03
RP13598,LN11202,10748.89,2022-12-04 10:58:35
RP13599,LN11291,13990.22,2022-05-22 09:55:08
RP13600,LN10737,9206.07,2022-05-19 14:02:12
RP13601,LN10940,4684.47,2024-03-29 10:45:39
RP13602,LN10109,2470.77,2022-06-07 07:51:02
RP13603,LN10462,8955.33,2022-12-23 19:00:13
RP13604,LN10843,17726.64,2022-01-16 02:23:21
RP13605,LN10557,13907.01,2024-08-12 09:43:43
RP13606,LN10460,5463.58,2024-10-27 21:00:18
RP13607,LN11458,10502.95,2025-10-06 21:08:45
RP13608,LN10163,5131.09,2022-06-13 17:32:09
RP13609,LN10791,3619.63,2024-05-05 05:01:01
RP13610,LN11861,15809.99,2023-03-03 04:30:10
RP13611,LN11533,9111.35,2025-02-23 21:33:17
RP13612,LN10882,2061.91,2025-02-23 21:37:55
RP13613,LN10149,16541.04,2023-07-02 01:47:40
RP13614,LN10356,18787.75,2022-04-20 05:43:07
RP13615,LN11912,7516.77,2023-03-02 08:41:05
RP13616,LN11868,10416.9,2024-11-26 02:30:49
RP13617,LN11354,15415.93,2025-06-13 14:06:17
RP13618,LN11727,1699.13,2022-11-28 08:52:59
RP13619,LN11328,18419.34,2022-01-10 16:51:28
RP13620,LN11694,19964.27,2024-10-28 08:20:15
RP13621,LN10119,10599.51,2025-10-18 21:26:31
RP13622,LN10741,11142.37,2024-06-27 02:16:05
RP13623,LN10106,10859.98,2025-09-20 03:55:53
RP13624,LN11978,16659.85,2022-04-16 11:10:48
RP13625,LN11699,10970.99,2022-09-15 21:10:47
RP13626,LN10850,13432.89,2024-11-29 16:21:50
RP13627,LN11121,13358.02,2025-07-24 03:23:08
RP13628,LN10728,11085.04,2024-04-02 23:52:30
RP13629,LN10186,18589.66,2025-08-26 07:58:15
RP13630,LN10598,17203.06,2023-09-16 19:52:03
RP13631,LN11481,2353.73,2024-08-06 20:57:07
RP13632,LN10400,8761.02,2022-09-14 11:10:13
RP13633,LN11114,12124.44,2025-04-03 23:30:45
RP13634,LN10966,15914.15,2024-03-12 14:35:07
RP13635,LN10987,7826.5,2024-01-15 21:03:45
RP13636,LN10374,12686.61,2025-06-30 03:01:09
RP13637,LN11648,9302.59,2023-08-29 23:39:49
RP13638,LN11082,3353.71,2025-08-23 12:42:13
RP13639,LN10653,19904.51,2024-10-24 09:40:33
RP13640,LN11038,13899.46,2025-03-15 04:37:42
RP13641,LN10856,6596.91,2022-07-06 00:15:30
RP13642,LN11091,13468.59,2023-02-01 00:43:24
RP13643,LN10408,6200.29,2023-07-26 00:24:03
RP13644,LN11101,14671.82,2022-12-22 07:02:21
RP13645,LN11961,5481.97,2023-06-06 10:12:43
RP13646,LN10748,19419.26,2024-07-23 02:03:12
RP13647,LN10747,11358.1,2022-03-16 16:51:15
RP13648,LN11672,16292.15,2023-07-14 16:33:27
RP13649,LN10272,14419.53,2025-08-28 00:22:09
RP13650,LN11182,17498.0,2025-10-24 21:29:03
RP13651,LN11041,16878.79,2024-09-25 17:32:54
RP13652,LN11294,2141.61,2024-11-06 01:54:21
RP13653,LN11440,6616.97,2023-06-05 17:57:31
RP13654,LN11357,11595.97,2025-04-11 16:22:49
RP13655,LN11144,16822.95,2024-11-24 18:51:15
RP13656,LN10805,17646.52,2022-03-27 08:36:47
RP13657,LN10709,8594.73,2023-03-05 03:51:17
RP13658,LN10153,15259.17,2022-08-17 01:19:32
RP13659,LN11591,13204.4,2023-03-10 13:37:42
RP13660,LN10146,18418.98,2025-09-27 00:05:33
RP13661,LN10406,17466.66,2024-12-18 14:19:21
RP13662,LN10380,5685.88,2025-08-02 18:13:56
RP13663,LN11713,7518.75,2023-09-01 17:26:12
RP13664,LN11049,6215.35,2022-05-05 08:28:59
RP13665,LN11641,10839.24,2024-01-29 09:31:04
RP13666,LN11738,2279.92,2024-05-11 16:59:08
RP13667,LN11612,7860.7,2024-11-27 06:54:53
RP13668,LN11492,18566.25,2024-03-14 12:41:34
RP13669,LN11200,15551.44,2022-09-07 10:53:23
RP13670,LN10681,7293.5,2023-09-22 10:15:26
RP13671,LN11686,9384.73,2024-10-23 12:01:39
RP13672,LN11890,14506.71,2024-11-20 07:34:12
RP13673,LN11629,18716.71,2024-08-07 01:43:08
RP13674,LN11591,15664.66,2023-09-22 02:13:19
RP13675,LN10434,19617.3,2022-03-01 01:13:34
RP13676,LN10550,19856.36,2022-09-29 11:16:21
RP13677,LN11038,4648.58,2023-08-28 00:52:21
RP13678,LN10706,1491.07,2024-08-18 12:31:27
RP13679,LN11607,16917.85,2025-07-09 09:45:27
RP13680,LN11833,17958.53,2023-12-22 03:40:29
RP13681,LN10883,9616.32,2023-09-06 21:15:53
RP13682,LN10047,2228.28,2022-12-14 22:05:49
RP13683,LN10686,4231.86,2023-10-25 11:09:10
RP13684,LN10557,3203.72,2025-02-10 06:33:23
RP13685,LN10553,4375.15,2025-02-09 02:40:51
RP13686,LN10293,2550.09,2023-09-22 15:15:33
RP13687,LN10176,3220.38,2023-12-20 18:42:51
RP13688,LN10629,14426.3,2022-08-31 08:12:38
RP13689,LN10454,1635.65,2025-08-05 23:59:59
RP13690,LN11878,17415.33,2025-08-06 10:07:58
RP13691,LN10504,16835.56,2022-11-07 19:29:49
RP13692,LN11589,12757.01,2024-01-14 16:29:53
RP13693,LN10304,18426.97,2023-02-12 12:27:02
RP13694,LN11250,2696.8,2023-12-12 18:50:31
RP13695,LN10658,5859.41,2025-03-10 08:13:26
RP13696,LN11012,10124.96,2024-03-15 04:23:23
RP13697,LN11282,3596.56,2023-03-03 19:28:00
RP13698,LN11834,12904.51,2025-09-27 07:25:11
RP13699,LN11098,16832.75,2024-11-12 22:33:42
RP13700,LN10616,17135.18,2025-09-28 17:05:47
RP13701,LN10083,6720.59,2022-10-25 22:21:25
RP13702,LN10888,3850.05,2022-08-07 02:24:58
RP13703,LN10812,15785.25,2024-01-02 10:09:40
RP13704,LN10289,7735.88,2022-08-09 06:58:41
RP13705,LN10425,13422.91,2023-09-09 12:35:01
RP13706,LN10084,2502.9,2024-02-14 13:09:24
RP13707,LN10498,10293.91,2022-01-23 22:44:31
RP13708,LN11616,6676.7,2025-06-12 14:42:18
RP13709,LN10862,13882.54,2022-06-25 21:35:36
RP13710,LN11206,12614.2,2023-07-19 22:16:31
RP13711,LN11117,9616.87,2024-08-23 07:58:33
RP13712,LN11103,18721.38,2025-01-17 16:41:00
RP13713,LN10163,11360.79,2024-03-04 21:00:02
RP13714,LN11700,1265.36,2025-04-02 13:54:46
RP13715,LN10189,10966.37,2024-05-26 04:35:31
RP13716,LN10263,2164.26,2022-01-05 16:42:09
RP13717,LN10407,19259.7,2022-09-16 06:34:39
RP13718,LN11112,15093.6,2022-01-10 03:31:36
RP13719,LN11800,1143.52,2025-01-27 15:44:48
RP13720,LN11045,10268.14,2022-07-01 07:35:41
RP13721,LN11272,18922.3,2022-10-31 20:24:28
RP13722,LN10678,16168.02,2024-09-28 17:20:00
RP13723,LN11183,6188.48,2023-10-03 22:49:53
RP13724,LN11192,13856.81,2025-07-18 11:18:06
RP13725,LN10712,15587.22,2023-06-04 00:57:09
RP13726,LN10045,13327.7,2023-04-06 20:10:04
RP13727,LN10097,18028.62,2025-03-21 19:20:51
RP13728,LN10018,5448.57,2024-04-19 13:29:47
RP13729,LN10148,15184.24,2024-03-27 17:23:12
RP13730,LN10511,12470.04,2022-10-25 02:07:34
RP13731,LN11895,19354.28,2024-10-03 01:29:30
RP13732,LN10890,13994.71,2024-11-13 09:28:23
RP13733,LN10154,9232.93,2023-07-13 15:13:59
RP13734,LN11626,3205.92,2024-07-10 06:45:16
RP13735,LN11109,13096.37,2022-04-15 13:31:40
RP13736,LN10644,19206.6,2024-11-23 09:44:43
RP13737,LN11546,7309.65,2023-06-15 22:55:40
RP13738,LN10680,13489.63,2024-06-16 04:02:25
RP13739,LN10930,15932.8,2024-10-13 23:11:21
RP13740,LN11363,17629.97,2024-09-29 02:39:46
RP13741,LN11149,15544.02,2023-09-27 08:21:30
RP13742,LN11155,8879.98,2023-01-15 22:55:47
RP13743,LN11174,1158.79,2022-03-11 15:46:05
RP13744,LN10208,12194.45,2024-03-28 05:13:33
RP13745,LN11539,11497.6,2024-06-27 15:37:39
RP13746,LN10431,9034.63,2023-05-24 23:55:09
RP13747,LN10027,13036.79,2023-11-11 15:55:36
RP13748,LN10393,1796.51,2025-01-14 22:53:02
RP13749,LN10522,18272.59,2024-05-08 23:10:13
RP13750,LN10454,6790.14,2023-12-22 07:45:04
RP13751,LN10128,3316.45,2022-04-13 01:58:17
RP13752,LN11013,4732.98,2025-10-09 18:56:45
RP13753,LN11185,12353.82,2022-11-26 17:00:57
RP13754,LN11120,15786.92,2025-06-06 20:44:41
RP13755,LN11569,3970.41,2024-12-26 16:12:05
RP13756,LN10055,13949.15,2023-07-21 17:29:22
RP13757,LN10061,3872.19,2024-10-30 04:03:24
RP13758,LN11279,14629.91,2024-10-01 06:54:45
RP13759,LN10848,14104.46,2022-02-21 22:31:13
RP13760,LN11640,17345.54,2023-05-27 03:13:30
RP13761,LN10547,13679.69,2023-05-24 23:25:17
RP13762,LN11172,2272.46,2025-07-30 03:18:06
RP13763,LN10795,17025.03,2022-09-23 05:05:56
RP13764,LN10911,13415.39,2022-01-24 13:15:07
RP13765,LN11487,5002.29,2024-01-20 06:36:28
RP13766,LN10121,18854.79,2022-02-19 09:01:36
RP13767,LN11534,17701.56,2022-11-11 14:28:59
RP13768,LN11466,9056.34,2022-01-31 17:51:34
RP13769,LN10506,12238.7,2022-02-05 13:23:14
RP13770,LN11145,13725.93,2024-10-24 08:00:27
RP13771,LN10155,17046.78,2025-07-27 08:45:42
RP13772,LN10939,7745.88,2025-06-16 21:20:16
RP13773,LN10796,13881.81,2024-09-04 05:25:38
RP13774,LN10769,14492.6,2023-06-28 01:02:15
RP13775,LN11147,8009.72,2023-03-11 12:59:20
RP13776,LN11935,9064.27,2024-04-30 07:41:35
RP13777,LN10176,9051.26,2025-04-20 06:17:42
RP13778,LN11618,8717.64,2022-11-26 11:05:25
RP13779,LN11128,11247.46,2024-12-22 08:04:26
RP13780,LN10054,1857.63,2022-03-11 16:17:42
RP13781,LN10730,19943.35,2025-01-25 19:07:49
RP13782,LN10257,6826.97,2023-01-11 17:50:43
RP13783,LN10849,11279.38,2025-04-30 08:46:40
RP13784,LN10726,6437.52,2024-12-18 19:08:32
RP13785,LN10651,18785.77,2022-03-22 03:35:30
RP13786,LN10441,19522.04,2025-09-15 22:23:37
RP13787,LN10025,19615.92,2024-12-09 04:10:10
RP13788,LN10305,9269.55,2023-05-31 17:18:38
RP13789,LN11013,12500.31,2022-08-08 17:13:14
RP13790,LN11053,16611.98,2024-10-09 09:21:22
RP13791,LN11165,3890.17,2022-10-19 22:08:57
RP13792,LN10014,8257.15,2022-08-31 11:22:13
RP13793,LN11216,6828.49,2023-08-20 16:43:04
RP13794,LN11808,10265.98,2022-11-09 08:24:30
RP13795,LN11863,16153.86,2023-07-11 19:15:21
RP13796,LN10606,12932.7,2023-09-11 13:46:08
RP13797,LN11369,3209.5,2023-03-30 10:57:02
RP13798,LN11074,4867.88,2025-07-07 17:44:18
RP13799,LN11745,3518.63,2025-09-09 14:52:30
RP13800,LN11138,5129.74,2023-04-17 12:14:40
RP13801,LN11549,1585.25,2023-01-06 06:00:10
RP13802,LN10715,17771.32,2022-10-26 06:00:29
RP13803,LN11972,17040.07,2025-06-02 02:45:45
RP13804,LN11328,11547.02,2023-09-18 15:34:56
RP13805,LN11968,15622.86,2024-01-31 05:39:21
RP13806,LN11843,19998.3,2022-06-23 15:40:17
RP13807,LN11325,12055.35,2022-04-06 09:50:36
RP13808,LN10325,12663.26,2025-09-23 23:43:12
RP13809,LN11462,17414.97,2022-06-11 08:39:01
RP13810,LN10627,11072.87,2024-07-28 05:11:59
RP13811,LN11842,1950.57,2025-03-28 23:11:35
RP13812,LN10112,7567.81,2023-06-24 10:15:03
RP13813,LN11044,14640.19,2024-12-01 09:33:45
RP13814,LN10505,14383.08,2022-05-02 08:46:43
RP13815,LN10597,19888.43,2023-04-05 11:05:49
RP13816,LN11489,15087.38,2022-04-27 15:09:41
RP13817,LN10268,2364.0,2024-04-28 11:55:07
RP13818,LN11190,19141.98,2025-05-20 19:22:50
RP13819,LN10129,1591.79,2023-03-11 13:13:54
RP13820,LN10727,13239.0,2024-03-22 09:45:52
RP13821,LN10340,5868.63,2022-05-21 06:06:15
RP13822,LN11690,5672.55,2025-08-15 23:57:15
RP13823,LN10867,11797.77,2022-08-29 22:14:28
RP13824,LN10742,1548.2,2023-03-01 22:48:44
RP13825,LN11618,6330.66,2023-01-01 21:41:54
RP13826,LN10382,5444.66,2025-05-02 22:14:32
RP13827,LN10912,8699.58,2025-03-24 19:14:17
RP13828,LN11579,1845.84,2022-05-03 09:38:33
RP13829,LN11619,7166.92,2022-07-25 11:56:23
RP13830,LN11816,4393.33,2023-12-02 14:15:22
RP13831,LN10975,4926.26,2023-05-22 17:37:05
RP13832,LN10093,16768.96,2025-01-28 10:46:06
RP13833,LN11697,19885.54,2023-07-22 05:16:14
RP13834,LN10376,9334.99,2024-10-14 06:18:53
RP13835,LN11062,2827.53,2023-12-08 10:14:58
RP13836,LN10237,15747.05,2023-07-25 21:13:22
RP13837,LN11138,16853.24,2023-09-12 20:23:55
RP13838,LN10084,6572.49,2025-02-08 02:21:57
RP13839,LN11932,9587.06,2023-11-14 06:20:18
RP13840,LN11536,7733.16,2024-12-14 18:51:23
RP13841,LN11161,19481.38,2024-12-31 17:44:14
RP13842,LN10202,17066.84,2025-06-15 01:02:17
RP13843,LN11599,6181.05,2024-06-24 18:53:22
RP13844,LN11252,13706.07,2023-01-10 07:09:00
RP13845,LN10360,12824.24,2025-08-01 20:10:53
RP13846,LN11696,10163.9,2023-11-17 15:35:59
RP13847,LN11553,14602.18,2024-12-07 16:24:22
RP13848,LN10177,16737.16,2024-01-21 04:03:35
RP13849,LN11366,18975.39,2025-10-29 01:57:24
RP13850,LN11513,9913.77,2025-07-14 13:14:10
RP13851,LN10037,13385.98,2022-03-23 01:33:09
RP13852,LN10381,15028.85,2025-09-03 02:34:16
RP13853,LN11438,10675.59,2023-09-12 16:41:37
RP13854,LN10841,16684.63,2024-10-18 00:21:51
RP13855,LN10974,1344.98,2023-09-07 07:53:18
RP13856,LN11649,14247.19,2023-10-31 12:47:02
RP13857,LN10379,4378.92,2022-06-06 06:58:19
RP13858,LN10210,8586.62,2022-09-26 11:06:17
RP13859,LN10681,16662.21,2024-08-24 21:04:54
RP13860,LN10107,16292.7,2024-05-03 18:43:22
RP13861,LN10294,9672.41,2025-01-22 03:36:58
RP13862,LN10113,1592.53,2023-11-21 12:35:05
RP13863,LN11671,8161.52,2024-06-07 14:38:29
RP13864,LN10072,7489.08,2024-10-25 17:16:18
RP13865,LN10721,4813.82,2024-05-14 03:32:16
RP13866,LN10637,3486.13,2023-11-13 00:01:10
RP13867,LN10317,7018.72,2025-01-25 14:41:06
RP13868,LN11196,8811.69,2025-01-28 01:13:54
RP13869,LN11625,14821.2,2024-05-31 07:04:06
RP13870,LN10323,11786.15,2024-07-18 05:47:22
RP13871,LN10954,11696.47,2023-02-11 04:44:43
RP13872,LN11137,17104.49,2022-11-01 11:55:48
RP13873,LN10813,18127.81,2022-12-05 18:46:26
RP13874,LN10306,8587.11,2024-04-15 22:09:21
RP13875,LN10358,17022.21,2023-07-15 14:05:11
RP13876,LN11549,16588.04,2023-02-03 08:38:09
RP13877,LN10095,5288.28,2023-07-10 01:02:24
RP13878,LN10164,1946.44,2024-06-13 05:45:19
RP13879,LN11384,18515.19,2024-12-13 00:24:35
RP13880,LN10240,19715.61,2024-09-08 08:25:40
RP13881,LN11243,12355.38,2025-07-20 06:51:28
RP13882,LN11822,7505.38,2025-10-12 05:18:24
RP13883,LN10927,13564.28,2024-11-23 22:46:02
RP13884,LN11441,1992.05,2024-08-23 05:17:37
RP13885,LN10981,15283.78,2024-08-09 14:32:51
RP13886,LN10546,4933.51,2024-08-08 00:55:24
RP13887,LN10694,2823.64,2023-05-21 12:10:23
RP13888,LN11228,18111.45,2023-05-23 14:34:39
RP13889,LN11672,11607.52,2025-01-17 20:37:55
RP13890,LN11211,10313.61,2023-12-24 12:00:35
RP13891,LN11766,12724.5,2024-07-14 20:47:08
RP13892,LN11142,19901.85,2023-10-23 07:16:14
RP13893,LN11235,4658.02,2023-06-16 01:20:56
RP13894,LN10709,5005.88,2024-09-19 15:37:10
RP13895,LN10403,14427.05,2025-07-16 02:13:18
RP13896,LN10407,16695.32,2025-03-20 10:10:42
RP13897,LN10176,18797.17,2022-04-20 08:53:16
RP13898,LN11842,16192.17,2023-04-04 14:54:30
RP13899,LN11429,10957.83,2024-05-27 03:41:23
RP13900,LN10626,14570.23,2023-03-28 01:27:19
RP13901,LN10599,11139.96,2024-12-29 22:52:49
RP13902,LN10662,13462.98,2025-01-16 18:46:23
RP13903,LN11556,2469.9,2025-04-13 14:10:20
RP13904,LN10207,13269.09,2023-11-09 11:46:35
RP13905,LN10886,7046.8,2025-03-25 09:04:48
RP13906,LN11496,11232.21,2024-04-07 00:21:49
RP13907,LN11132,3563.6,2022-02-28 22:30:36
RP13908,LN10098,11429.88,2025-07-13 14:27:35
RP13909,LN10182,13635.86,2022-05-19 10:50:22
RP13910,LN11627,4804.82,2022-01-17 15:39:58
RP13911,LN10919,2863.85,2023-02-15 00:48:17
RP13912,LN10545,8164.4,2023-11-01 02:02:04
RP13913,LN11417,9635.81,2025-09-13 22:54:37
RP13914,LN10994,13144.31,2023-11-26 22:33:19
RP13915,LN11751,4371.0,2023-04-21 05:25:28
RP13916,LN11677,9930.01,2023-07-26 14:08:39
RP13917,LN10609,18412.45,2023-12-28 08:43:15
RP13918,LN10484,8900.13,2024-02-12 11:49:06
RP13919,LN10751,4276.07,2022-05-01 08:44:20
RP13920,LN11771,16990.06,2024-07-24 20:45:38
RP13921,LN10171,9043.78,2025-04-28 22:54:11
RP13922,LN10678,12975.47,2022-07-13 09:13:10
RP13923,LN11629,17743.93,2024-10-07 20:02:59
RP13924,LN10297,12824.47,2024-06-24 09:28:04
RP13925,LN10105,17025.52,2022-12-09 13:21:46
RP13926,LN11069,13364.32,2022-11-23 22:12:24
RP13927,LN10160,16475.88,2024-02-18 08:25:29
RP13928,LN11476,9676.07,2022-11-11 18:29:46
RP13929,LN11675,19619.15,2022-04-11 20:02:57
RP13930,LN10496,11309.53,2024-10-31 18:00:21
RP13931,LN10527,13962.11,2024-04-06 06:41:21
RP13932,LN11590,4649.71,2023-01-04 17:32:29
RP13933,LN10443,8831.54,2023-03-21 21:53:22
RP13934,LN11494,9854.55,2025-07-13 21:31:47
RP13935,LN11088,16700.14,2024-03-22 09:22:39
RP13936,LN10041,15702.23,2024-04-06 02:48:47
RP13937,LN10581,11307.54,2023-03-29 02:43:13
RP13938,LN10219,16297.79,2024-05-07 06:34:56
RP13939,LN10004,16410.39,2023-08-13 16:09:19
RP13940,LN10424,13534.69,2023-08-27 10:51:35
RP13941,LN11032,18908.98,2022-12-27 00:43:21
RP13942,LN11728,17276.61,2025-05-26 07:46:01
RP13943,LN10047,5130.78,2024-09-18 20:21:58
RP13944,LN11474,7556.16,2025-06-08 06:39:42
RP13945,LN11821,3402.19,2024-12-14 22:31:44
RP13946,LN11768,9055.58,2024-09-25 08:05:50
RP13947,LN10632,7456.41,2025-04-23 12:51:43
RP13948,LN11492,15898.72,2025-05-21 23:44:17
RP13949,LN11192,16281.47,2024-03-24 23:16:27
RP13950,LN10445,9683.33,2024-05-23 05:30:01
RP13951,LN10767,10686.99,2024-03-17 06:42:47
RP13952,LN11808,17631.92,2022-04-20 13:44:58
RP13953,LN11219,11069.04,2023-05-11 15:57:05
RP13954,LN10864,18702.29,2022-01-08 00:54:12
RP13955,LN11902,16876.86,2022-11-13 22:39:25
RP13956,LN10568,9598.35,2023-12-07 08:27:24
RP13957,LN10231,18766.73,2025-04-01 08:54:06
RP13958,LN11501,15898.73,2024-04-18 10:40:39
RP13959,LN11196,19187.78,2023-05-31 20:14:26
RP13960,LN11563,4969.0,2025-02-13 05:19:37
RP13961,LN10376,14123.73,2025-04-24 16:20:35
RP13962,LN11047,18496.49,2024-05-02 08:52:55
RP13963,LN10312,1038.54,2023-05-15 10:20:10
RP13964,LN10745,2849.12,2024-01-23 16:40:17
RP13965,LN11238,3303.8,2022-12-30 13:46:31
RP13966,LN11232,8715.75,2025-03-12 20:43:06
RP13967,LN10938,17626.55,2024-04-01 22:24:06
RP13968,LN10106,10106.89,2025-06-25 06:38:47
RP13969,LN10063,2544.16,2023-02-19 02:34:32
RP13970,LN11755,5150.64,2023-07-29 14:32:56
RP13971,LN10611,7643.51,2023-04-01 01:06:48
RP13972,LN11952,17741.48,2022-11-24 18:56:58
RP13973,LN10353,4813.46,2022-06-06 18:13:35
RP13974,LN11997,14373.2,2022-03-24 09:05:13
RP13975,LN10097,17134.45,2023-07-20 18:10:40
RP13976,LN10923,10745.14,2025-08-07 01:02:53
RP13977,LN10577,12697.97,2023-10-20 19:20:18
RP13978,LN11358,11253.4,2023-11-11 07:56:34
RP13979,LN11365,15466.74,2023-10-01 02:54:23
RP13980,LN10670,10933.15,2022-09-05 04:01:51
RP13981,LN10397,18911.84,2023-04-19 06:23:32
RP13982,LN11810,17438.64,2025-04-04 20:14:33
RP13983,LN11697,15249.52,2022-08-17 08:32:41
RP13984,LN10563,7315.16,2022-08-07 19:29:00
RP13985,LN10222,12458.87,2023-12-18 20:26:06
RP13986,LN11700,3444.43,2023-02-16 07:38:58
RP13987,LN10648,8532.58,2022-04-15 20:50:23
RP13988,LN10570,11288.94,2025-07-21 19:06:19
RP13989,LN10949,7585.38,2024-09-07 10:11:06
RP13990,LN11311,2732.69,2024-01-30 13:27:00
RP13991,LN10339,6941.0,2023-09-13 16:41:21
RP13992,LN11445,18527.89,2024-12-07 22:56:27
RP13993,LN10933,12579.19,2022-10-08 23:50:08
RP13994,LN11581,4732.11,2022-02-13 02:51:17
RP13995,LN10132,16122.68,2025-04-01 00:52:49
RP13996,LN10775,18211.69,2024-04-22 20:33:16
RP13997,LN11658,11625.24,2022-04-14 04:45:35
RP13998,LN10854,9220.71,2024-05-24 19:45:46
RP13999,LN10273,7841.6,2025-01-03 01:56:51
RP14000,LN10837,4132.96,2022-09-11 02:04:20
RP14001,LN11225,2050.53,2022-02-05 11:54:57
RP14002,LN10842,5115.47,2024-11-09 21:33:34
RP14003,LN11881,10186.54,2023-05-09 11:57:26
RP14004,LN11924,1982.2,2024-02-12 07:03:08
RP14005,LN10755,19604.25,2024-03-04 19:55:39
RP14006,LN10505,14207.78,2025-03-31 10:14:02
RP14007,LN10321,7526.95,2023-07-17 23:40:20
RP14008,LN11264,9135.66,2023-04-21 18:36:50
RP14009,LN11901,19784.56,2022-08-10 18:34:46
RP14010,LN11152,7717.91,2022-09-23 04:01:52
RP14011,LN10509,3920.26,2022-07-20 20:59:09
RP14012,LN11057,9265.18,2023-03-22 16:53:42
RP14013,LN10417,4775.73,2025-09-03 11:25:07
RP14014,LN10683,12166.96,2022-09-30 13:18:46
RP14015,LN11929,8234.02,2023-07-08 01:30:36
RP14016,LN10168,6020.04,2022-02-03 22:30:53
RP14017,LN10679,6564.38,2022-05-04 22:02:58
RP14018,LN10641,19280.66,2025-06-04 02:30:34
RP14019,LN11090,8164.81,2024-10-08 11:57:59
RP14020,LN10798,18823.61,2022-12-11 10:52:57
RP14021,LN10286,11485.56,2023-04-19 14:13:22
RP14022,LN11846,11695.21,2024-08-21 14:56:24
RP14023,LN11492,2599.67,2024-04-09 19:14:35
RP14024,LN11242,19568.59,2024-01-13 04:14:28
RP14025,LN11429,10966.16,2023-09-25 02:26:07
RP14026,LN10017,17179.88,2024-12-07 16:06:09
RP14027,LN11768,14082.15,2024-12-21 13:35:45
RP14028,LN10623,10255.42,2022-11-26 23:00:35
RP14029,LN11726,14120.49,2022-09-03 23:58:10
RP14030,LN11262,3088.99,2022-08-02 21:47:29
RP14031,LN11477,2101.14,2024-04-22 02:03:35
RP14032,LN11978,7749.62,2023-08-13 05:07:04
