loan_id,customer_id,loan_amount,loan_type,status,applied_date
LN10758,CUST3940,961044.48,Personal,Approved,2022-01-29 00:13:26
LN10759,CUST5233,231147.71,Auto,Approved,2024-07-28 08:29:07
LN10760,CUST4890,707616.89,Education,Rejected,2024-03-05 08:15:20
LN10761,CUST1251,264642.27,Education,Pending,2022-01-10 09:22:03
LN10762,CUST4843,797197.83,Personal,Pending,2024-02-01 02:54:00
LN10763,CUST3514,683704.37,Education,Approved,2022-06-10 17:25:49
LN10764,CUST3270,578764.16,Home,Approved,2023-06-16 10:52:47
LN10765,CUST4038,608229.86,Home,Rejected,2022-09-19 03:43:59
LN10766,CUST5438,982105.95,Home,Approved,2023-03-07 03:41:29
LN10767,CUST4087,296628.5,Home,Approved,2022-04-15 14:38:18
LN10768,CUST3615,565968.15,Education,Rejected,2022-01-17 23:30:56
LN10769,CUST5732,589530.46,Home,Pending,2023-08-04 14:12:04
LN10770,CUST3517,186210.16,Personal,Pending,2022-03-15 22:17:44
LN10771,CUST1008,229893.2,Education,Approved,2023-01-30 05:04:30
LN10772,CUST1377,655264.68,Home,Rejected,2023-11-20 12:02:44
LN10773,CUST1689,444164.47,Home,Approved,2024-09-22 11:52:39
LN10774,CUST2024,981501.35,Education,Pending,2023-02-25 07:08:42
LN10775,CUST3093,252942.07,Auto,Pending,2023-04-01 08:09:41
LN10776,CUST2670,482740.12,Personal,Rejected,2025-04-14 13:24:20
LN10777,CUST5909,124370.28,Auto,Rejected,2024-09-29 16:20:08
LN10778,CUST2425,167203.87,Auto,Approved,2022-06-24 00:56:40
LN10779,CUST4397,548793.2,Home,Rejected,2022-01-11 09:36:01
LN10780,CUST2687,524545.25,Education,Pending,2023-12-11 04:48:52
LN10781,CUST1039,776560.77,Auto,Pending,2024-12-14 06:37:29
LN10782,CUST2222,273489.96,Auto,Pending,2023-06-12 14:27:45
LN10783,CUST3290,113620.86,Education,Pending,2022-01-17 14:18:12
LN10784,CUST1040,279305.43,Education,Rejected,2024-06-04 16:13:49
LN10785,CUST4736,695464.75,Personal,Rejected,2024-10-17 20:28:26
LN10786,CUST3534,708326.66,Education,Pending,2025-09-13 00:38:18
LN10787,CUST5996,401120.22,Home,Approved,2025-06-11 13:02:52
LN10788,CUST1151,494729.32,Education,Pending,2022-07-24 05:50:18
LN10789,CUST5636,986646.56,Education,Approved,2022-01-23 13:38:16
LN10790,CUST4228,888858.99,Home,Pending,2023-09-28 15:30:40
LN10791,CUST4709,591384.56,Education,Approved,2025-07-20 06:15:31
LN10792,CUST3059,351111.04,Personal,Pending,2024-03-03 15:54:16
LN10793,CUST5615,865360.46,Home,Rejected,2025-05-02 11:54:09
LN10794,CUST1946,617753.18,Home,Rejected,2023-08-13 14:34:15
LN10795,CUST2070,863116.49,Education,Pending,2025-10-25 04:46:11
LN10796,CUST2153,701579.74,Education,Pending,2022-03-18 18:30:44
LN10797,CUST5213,374763.21,Education,Pending,2023-12-04 06:39:29
LN10798,CUST3865,793211.52,Auto,Pending,2023-08-02 23:03:26
LN10799,CUST4614,477743.99,Home,Pending,2022-08-22 05:02:40
LN10800,CUST3352,217225.57,Personal,Approved,2023-11-17 09:18:55
LN10801,CUST4792,696892.32,Education,Rejected,2023-12-18 18:54:32
LN10802,CUST1084,610814.03,Auto,Pending,2024-09-16 21:58:03
LN10803,CUST3165,588865.6,Personal,Rejected,2024-09-04 12:17:28
LN10804,CUST2525,572699.63,Personal,Pending,2023-08-24 23:47:36
LN10805,CUST3178,466253.45,Auto,Rejected,2022-07-30 17:14:39
LN10806,CUST1066,933242.31,Education,Rejected,2022-02-11 04:51:37
LN10807,CUST4864,987305.64,Education,Pending,2022-04-01 02:04:52
LN10808,CUST1551,823097.17,Home,Rejected,2024-05-29 15:57:55
LN10809,CUST4586,648873.27,Home,Approved,2022-02-20 20:38:34
LN10810,CUST5873,781562.98,Auto,Pending,2025-05-30 04:30:30
LN10811,CUST4317,833176.05,Education,Pending,2022-04-07 12:10:36
LN10812,CUST2504,274276.98,Auto,Pending,2023-01-16 11:48:26
LN10813,CUST1637,430149.09,Home,Rejected,2023-08-20 00:37:05
LN10814,CUST4605,926092.97,Home,Pending,2023-10-21 20:33:24
LN10815,CUST2680,309434.47,Home,Pending,2024-04-19 01:49:30
LN10816,CUST5264,864988.89,Personal,Approved,2024-10-19 03:22:14
LN10817,CUST1307,594240.83,Education,Pending,2025-10-12 23:08:23
LN10818,CUST3691,695454.83,Auto,Approved,2022-03-25 11:54:58
LN10819,CUST3193,818151.01,Education,Approved,2022-10-14 18:34:02
LN10820,CUST2999,910116.03,Education,Pending,2024-01-07 14:56:39
LN10821,CUST5171,650261.35,Auto,Approved,2025-03-20 00:44:53
LN10822,CUST2569,641762.39,Auto,Approved,2023-02-15 00:26:11
LN10823,CUST1324,743989.31,Home,Approved,2024-09-20 19:32:07
LN10824,CUST5672,219830.4,Personal,Rejected,2023-08-26 08:01:27
LN10825,CUST5225,646309.04,Education,Pending,2023-03-10 02:49:21
LN10826,CUST2580,779805.28,Home,Approved,2023-03-27 07:37:46
LN10827,CUST2250,177947.76,Home,Pending,2024-06-09 22:29:58
LN10828,CUST5103,230284.99,Education,Approved,2025-08-18 07:17:21
LN10829,CUST1562,654204.89,Auto,Rejected,2022-04-20 20:37:27
LN10830,CUST1951,373542.54,Personal,Rejected,2025-07-24 16:18:50
LN10831,CUST3519,638559.96,Auto,Pending,2024-03-24 09:02:41
LN10832,CUST1100,491598.31,Personal,Rejected,2024-02-07 08:05:36
LN10833,CUST3557,478280.12,Auto,Rejected,2023-10-22 12:09:54
LN10834,CUST4349,474324.86,Education,Pending,2022-08-16 02:00:31
LN10835,CUST4905,372791.7,Education,Pending,2023-12-21 12:22:58
LN10836,CUST3572,446851.49,Home,Approved,2023-07-22 18:24:16
LN10837,CUST3824,84009.66,Education,Pending,2025-04-05 16:20:47
LN10838,CUST5502,350695.66,Education,Approved,2025-08-24 00:03:35
LN10839,CUST1280,350550.61,Personal,Pending,2023-10-31 09:35:13
LN10840,CUST1981,598096.71,Education,Approved,2022-05-30 01:56:38
LN10841,CUST4246,655489.17,Education,Rejected,2025-01-08 02:39:50
LN10842,CUST4130,465975.89,Personal,Rejected,2025-03-29 13:16:41
LN10843,CUST2121,149213.23,Auto,Approved,2024-09-18 01:20:21
LN10844,CUST1723,871356.66,Education,Approved,2024-05-22 14:10:25
LN10845,CUST3344,822835.15,Personal,Pending,2022-11-26 01:18:31
LN10846,CUST3471,594612.19,Personal,Rejected,2025-10-18 01:41:15
LN10847,CUST4099,483369.81,Home,Pending,2025-10-02 08:58:20
LN10848,CUST2021,840211.98,Auto,Approved,2024-03-21 14:18:12
LN10849,CUST5648,793248.06,Auto,Approved,2023-01-28 23:21:01
LN10850,CUST4662,627844.33,Education,Approved,2025-10-15 07:47:43
LN10851,CUST1584,371126.72,Education,Rejected,2023-02-13 14:28:07
LN10852,CUST2029,633417.09,Personal,Pending,2025-02-07 07:22:39
LN10853,CUST1917,113360.31,Education,Rejected,2023-08-08 09:49:21
LN10854,CUST3533,226654.48,Auto,Pending,2022-12-31 17:06:55
LN10855,CUST3783,934655.32,Personal,Approved,2024-01-04 11:33:00
LN10856,CUST2791,925844.46,Education,Approved,2025-05-29 20:11:47
LN10857,CUST4610,406889.17,Auto,Pending,2023-10-13 19:33:44
LN10858,CUST3958,293346.0,Home,Rejected,2023-08-14 07:17:16
LN10859,CUST4168,870786.19,Home,Approved,2024-04-24 17:49:03
LN10860,CUST3747,839231.35,Education,Rejected,2024-04-06 15:31:27
LN10861,CUST4830,980533.52,Auto,Rejected,2025-03-13 21:03:00
LN10862,CUST4825,420245.05,Education,Pending,2025-09-01 22:32:55
LN10863,CUST5715,785815.3,Home,Pending,2025-07-12 11:03:33
LN10864,CUST2760,641762.32,Personal,Pending,2023-08-25 13:20:39
LN10865,CUST2486,143601.1,Home,Rejected,2022-12-03 19:51:18
LN10866,CUST4511,758941.75,Personal,Approved,2024-08-26 14:36:12
LN10867,CUST1702,251410.14,Home,Pending,2022-07-05 07:08:16
LN10868,CUST1355,288680.72,Home,Rejected,2022-05-05 14:21:31
LN10869,CUST5365,912802.62,Education,Pending,2022-09-28 15:39:27
LN10870,CUST3780,419348.58,Auto,Pending,2022-07-04 20:24:22
LN10871,CUST5870,837230.76,Education,Rejected,2023-02-03 05:34:42
LN10872,CUST1258,407034.82,Personal,Rejected,2025-06-14 08:05:47
LN10873,CUST5788,246626.03,Personal,Pending,2025-08-19 12:30:37
LN10874,CUST3046,236715.2,Auto,Pending,2024-10-12 22:37:03
LN10875,CUST2944,450040.26,Auto,Pending,2024-09-29 06:30:04
LN10876,CUST1031,408334.07,Home,Pending,2023-03-31 05:00:56
LN10877,CUST1505,304894.32,Personal,Pending,2023-12-11 13:38:25
LN10878,CUST1364,394026.31,Home,Approved,2023-12-16 02:06:15
LN10879,CUST5918,184948.2,Education,Pending,2023-07-28 02:49:58
LN10880,CUST5367,64173.81,Personal,Approved,2022-09-08 16:26:16
LN10881,CUST2995,606975.36,Education,Approved,2024-10-16 17:59:17
LN10882,CUST4271,988328.17,Auto,Approved,2022-03-29 18:18:24
LN10883,CUST1553,304693.04,Auto,Approved,2023-03-14 00:32:20
LN10884,CUST2665,310246.43,Education,Pending,2023-12-24 22:43:44
LN10885,CUST2541,980402.48,Auto,Rejected,2024-10-17 11:43:02
LN10886,CUST3659,723472.0,Auto,Pending,2023-04-11 22:45:21
LN10887,CUST4353,954641.63,Education,Pending,2025-02-05 09:52:56
LN10888,CUST4395,209040.93,Personal,Approved,2023-12-07 05:08:18
LN10889,CUST1297,125815.17,Education,Approved,2022-03-22 03:21:02
LN10890,CUST5913,244678.81,Education,Rejected,2022-12-31 01:27:42
LN10891,CUST2953,708671.66,Auto,Approved,2022-10-13 20:14:14
LN10892,CUST2144,921072.36,Personal,Pending,2023-03-22 19:20:16
LN10893,CUST4134,72471.86,Auto,Pending,2022-07-16 13:39:29
LN10894,CUST2539,563354.94,Home,Pending,2023-10-27 14:52:24
LN10895,CUST3535,86504.38,Education,Approved,2023-03-14 17:03:26
LN10896,CUST2817,945529.01,Auto,Rejected,2025-01-18 19:32:34
LN10897,CUST2864,367843.29,Personal,Pending,2024-11-21 16:18:13
LN10898,CUST1198,804545.78,Education,Rejected,2023-03-11 02:34:44
LN10899,CUST4024,242611.44,Home,Rejected,2025-01-29 14:00:39
LN10900,CUST2089,431592.73,Education,Pending,2024-03-19 16:43:02
LN10901,CUST2473,707915.88,Home,Pending,2024-02-10 22:02:33
LN10902,CUST1283,723648.48,Home,Rejected,2024-10-04 03:05:58
LN10903,CUST1482,888691.77,Education,Pending,2025-08-22 11:24:14
LN10904,CUST1466,758492.96,Auto,Rejected,2023-10-22 01:42:47
LN10905,CUST4606,381179.0,Personal,Rejected,2025-09-02 17:06:46
LN10906,CUST1899,427654.89,Home,Approved,2025-04-11 04:52:13
LN10907,CUST1217,649172.79,Education,Rejected,2025-10-21 22:59:35
LN10908,CUST2450,522573.53,Home,Pending,2024-11-16 20:25:08
LN10909,CUST3145,259913.03,Education,Pending,2024-05-29 06:39:16
LN10910,CUST5896,496518.58,Home,Pending,2025-07-23 10:36:33
LN10911,CUST3246,538008.29,Auto,Rejected,2025-01-03 05:01:38
LN10912,CUST1551,572585.42,Home,Pending,2023-08-10 00:19:31
LN10913,CUST1948,164381.14,Home,Approved,2023-03-10 00:20:52
LN10914,CUST2826,326107.4,Education,Pending,2024-01-14 17:18:10
LN10915,CUST3895,965704.66,Education,Pending,2023-09-28 01:10:37
LN10916,CUST5666,930079.95,Education,Rejected,2025-07-27 22:32:41
LN10917,CUST2201,241150.11,Personal,Pending,2024-05-05 15:04:21
LN10918,CUST1447,535363.19,Auto,Approved,2022-11-28 05:57:54
LN10919,CUST3023,272444.28,Home,Rejected,2023-09-08 14:55:46
LN10920,CUST5959,841911.13,Education,Rejected,2022-07-31 03:01:51
LN10921,CUST3647,594974.13,Personal,Rejected,2023-10-14 13:01:35
LN10922,CUST5755,847827.47,Home,Pending,2025-05-27 12:53:59
LN10923,CUST3598,428111.4,Home,Pending,2025-04-23 01:59:11
LN10924,CUST5725,387395.33,Personal,Rejected,2023-04-17 13:51:08
LN10925,CUST5290,471967.46,Education,Approved,2022-05-09 21:23:33
LN10926,CUST3119,504860.27,Personal,Approved,2025-06-25 23:00:27
LN10927,CUST1225,791073.14,Personal,Approved,2025-04-07 12:40:19
LN10928,CUST4597,320503.73,Home,Pending,2023-04-24 05:30:42
LN10929,CUST2428,538596.04,Auto,Rejected,2022-04-10 08:39:45
LN10930,CUST5249,904384.15,Auto,Rejected,2022-10-04 22:48:56
LN10931,CUST4922,433500.5,Home,Pending,2023-02-08 00:25:43
LN10932,CUST4280,765088.79,Personal,Pending,2023-11-03 23:16:47
LN10933,CUST4999,171633.2,Education,Approved,2023-11-25 03:43:50
LN10934,CUST1002,144838.65,Auto,Pending,2023-08-09 23:44:13
LN10935,CUST5171,343329.71,Education,Pending,2024-11-10 16:55:42
LN10936,CUST1827,424305.99,Auto,Rejected,2023-06-14 17:43:41
LN10937,CUST1716,473996.97,Home,Approved,2023-01-22 17:40:18
LN10938,CUST4352,636246.09,Education,Rejected,2023-06-23 12:04:09
LN10939,CUST5829,882790.21,Education,Rejected,2024-04-11 03:45:12
LN10940,CUST4916,207756.16,Education,Rejected,2024-07-02 12:28:52
LN10941,CUST5575,65962.13,Education,Rejected,2022-11-17 15:10:16
LN10942,CUST3223,838360.96,Home,Rejected,2024-03-25 19:53:37
LN10943,CUST5675,195753.11,Education,Approved,2024-07-08 01:02:03
LN10944,CUST5143,63978.85,Auto,Rejected,2024-08-22 23:36:59
LN10945,CUST3803,107123.29,Auto,Pending,2022-01-22 17:39:01
LN10946,CUST1741,754688.87,Home,Approved,2025-01-01 02:14:02
LN10947,CUST3420,772377.34,Personal,Rejected,2022-08-22 16:59:36
LN10948,CUST2097,251733.79,Home,Pending,2023-08-02 15:20:34
LN10949,CUST1956,338201.73,Auto,Rejected,2025-01-03 13:59:56
LN10950,CUST4251,515929.57,Home,Pending,2025-02-08 04:19:34
LN10951,CUST3131,297701.18,Personal,Rejected,2023-03-10 23:50:27
LN10952,CUST3038,877052.72,Education,Approved,2025-05-23 01:16:58
LN10953,CUST5455,321725.66,Personal,Pending,2022-04-04 15:05:31
LN10954,CUST2411,670554.76,Education,Approved,2023-03-12 17:17:39
LN10955,CUST3496,146864.88,Personal,Approved,2022-11-13 23:49:05
LN10956,CUST2858,475346.94,Home,Rejected,2025-08-01 07:09:06
LN10957,CUST5564,95226.67,Auto,Rejected,2024-01-28 21:52:49
LN10958,CUST3727,492398.54,Home,Approved,2024-05-10 02:30:24
LN10959,CUST3954,50966.04,Personal,Rejected,2024-12-16 09:46:56
LN10960,CUST1353,70280.54,Education,Approved,2024-06-08 04:27:05
LN10961,CUST4684,558168.64,Education,Rejected,2025-04-20 09:16:37
LN10962,CUST4269,60390.1,Auto,Rejected,2023-04-29 17:41:53
LN10963,CUST4859,813342.4,Personal,Rejected,2022-10-14 21:09:25
LN10964,CUST1275,329734.68,Personal,Rejected,2022-01-09 13:43:41
LN10965,CUST5709,162004.79,Home,Rejected,2023-11-13 11:49:19
LN10966,CUST4695,533602.25,Education,Rejected,2023-09-12 08:38:38
LN10967,CUST1929,794045.26,Auto,Pending,2022-03-08 07:02:11
LN10968,CUST1006,895745.36,Education,Rejected,2023-02-17 07:54:21
LN10969,CUST1303,788725.43,Education,Rejected,2024-08-21 12:31:05
LN10970,CUST1028,600373.74,Personal,Approved,2023-12-11 19:57:29
LN10971,CUST1046,931623.35,Home,Rejected,2024-03-20 19:16:25
LN10972,CUST1001,475945.04,Personal,Pending,2024-11-08 05:23:18
LN10973,CUST4920,699217.27,Personal,Pending,2022-11-08 11:13:39
LN10974,CUST1182,272850.33,Home,Rejected,2023-09-19 15:11:50
LN10975,CUST3964,442956.16,Auto,Approved,2022-08-13 11:50:05
LN10976,CUST4832,450238.47,Home,Pending,2023-08-27 14:51:59
LN10977,CUST2832,72954.18,Home,Pending,2024-01-15 10:51:05
LN10978,CUST4249,282679.78,Education,Pending,2023-02-22 13:57:00
LN10979,CUST3201,441987.39,Auto,Rejected,2024-09-19 04:18:53
LN10980,CUST3611,452862.65,Home,Pending,2023-07-17 11:45:34
LN10981,CUST2582,919787.91,Education,Pending,2025-10-09 14:11:04
LN10982,CUST3801,843451.39,Auto,Pending,2025-02-17 12:39:34
LN10983,CUST4782,519817.23,Auto,Pending,2023-07-21 16:55:34
LN10984,CUST4990,699531.62,Auto,Pending,2025-04-13 09:33:30
LN10985,CUST1680,384527.22,Personal,Approved,2024-12-02 08:43:10
LN10986,CUST1740,237233.29,Auto,Rejected,2022-11-01 03:53:59
LN10987,CUST1391,218627.11,Education,Approved,2023-08-27 08:06:41
LN10988,CUST1638,111941.34,Home,Rejected,2023-01-22 17:06:41
LN10989,CUST5812,501402.5,Personal,Rejected,2024-12-12 10:54:41
LN10990,CUST2614,803629.06,Auto,Pending,2022-07-02 02:00:38
LN10991,CUST2399,184997.26,Education,Rejected,2024-02-24 00:41:53
LN10992,CUST4416,736485.48,Personal,Approved,2022-08-08 13:49:37
LN10993,CUST2620,512644.54,Home,Approved,2024-11-12 08:21:36
LN10994,CUST2947,350994.86,Education,Approved,2023-02-13 17:14:22
LN10995,CUST1582,763745.81,Home,Pending,2022-07-28 17:42:24
LN10996,CUST2202,500304.71,Personal,Approved,2025-09-08 21:36:36
LN10997,CUST5477,545141.22,Home,Pending,2023-06-19 02:49:39
LN10998,CUST2704,228040.81,Education,Approved,2025-03-25 11:13:06
LN10999,CUST3202,730097.18,Auto,Rejected,2025-03-12 07:58:55
LN11000,CUST5061,909347.21,Personal,Rejected,2024-04-04 07:12:17
LN11001,CUST5335,114721.99,Auto,Pending,2024-10-17 23:40:27
LN11002,CUST4214,330099.37,Education,Rejected,2022-03-17 23:23:09
LN11003,CUST5085,172842.61,Personal,Approved,2025-02-17 11:12:53
LN11004,CUST3159,86866.27,Home,Pending,2023-07-20 12:00:05
LN11005,CUST4331,133722.57,Education,Pending,2023-05-28 14:12:54
LN11006,CUST3211,380790.86,Auto,Approved,2022-08-15 11:30:56
LN11007,CUST4523,572485.5,Auto,Pending,2023-10-27 05:08:49
LN11008,CUST4643,89206.03,Home,Approved,2025-02-06 20:40:53
LN11009,CUST1010,359481.5,Education,Rejected,2022-04-26 01:15:03
LN11010,CUST1980,588276.36,Home,Rejected,2022-05-18 09:35:29
LN11011,CUST4674,561331.65,Personal,Approved,2023-01-26 15:32:49
LN11012,CUST4827,958853.81,Personal,Approved,2022-11-11 10:21:50
LN11013,CUST4450,822118.64,Personal,Pending,2025-03-10 23:06:07
LN11014,CUST1988,959410.03,Home,Approved,2025-03-21 02:30:53
LN11015,CUST3988,390715.42,Home,Pending,2022-12-08 16:43:59
LN11016,CUST2776,531699.02,Education,Rejected,2024-07-23 11:18:16
LN11017,CUST2893,654641.71,Auto,Approved,2024-01-01 00:54:20
LN11018,CUST3477,840236.18,Personal,Rejected,2022-09-18 16:47:32
LN11019,CUST5226,80302.34,Education,Pending,2025-06-03 09:36:03
LN11020,CUST4899,590133.3,Education,Approved,2025-10-28 19:55:15
LN11021,CUST4232,563746.1,Auto,Approved,2023-05-09 22:50:56
LN11022,CUST3118,287165.56,Home,Rejected,2023-08-03 17:50:49
LN11023,CUST5715,147598.17,Auto,Approved,2022-09-16 15:46:30
LN11024,CUST4943,414999.56,Personal,Pending,2024-10-20 11:25:03
LN11025,CUST4967,799085.41,Personal,Rejected,2024-08-06 09:04:36
LN11026,CUST2146,690325.55,Personal,Approved,2022-02-23 15:45:54
LN11027,CUST4598,189745.62,Education,Approved,2023-09-19 18:19:31
LN11028,CUST5287,442834.78,Auto,Pending,2022-02-05 11:00:38
LN11029,CUST3761,223421.45,Home,Rejected,2025-10-24 06:41:00
LN11030,CUST3285,139532.76,Personal,Pending,2023-08-28 14:01:30
LN11031,CUST5623,242919.25,Home,Pending,2024-08-24 04:59:59
LN11032,CUST5279,744490.86,Personal,Rejected,2025-09-23 11:56:31
LN11033,CUST4211,632690.63,Education,Rejected,2024-01-10 21:47:08
LN11034,CUST5440,174588.53,Education,Pending,2024-11-10 18:33:05
LN11035,CUST1845,760227.38,Personal,Rejected,2024-10-03 08:51:28
LN11036,CUST1135,616039.58,Education,Approved,2024-12-10 04:31:51
LN11037,CUST1089,767784.17,Home,Approved,2022-07-30 10:11:04
LN11038,CUST5795,240285.64,Education,Rejected,2023-05-22 23:28:12
LN11039,CUST4542,213033.27,Auto,Rejected,2024-04-09 02:23:48
LN11040,CUST3637,497030.23,Personal,Pending,2022-08-18 22:15:25
LN11041,CUST5921,100426.94,Auto,Approved,2025-08-05 01:07:31
LN11042,CUST5325,712530.3,Auto,Pending,2023-12-22 15:45:50
LN11043,CUST5206,628166.63,Personal,Approved,2022-12-20 13:02:46
LN11044,CUST1379,249555.03,Personal,Approved,2025-06-14 09:37:28
LN11045,CUST2886,822435.94,Education,Rejected,2023-01-31 07:15:07
LN11046,CUST1667,618599.53,Education,Pending,2025-07-23 11:49:38
LN11047,CUST3541,208922.98,Auto,Approved,2022-02-17 02:34:42
LN11048,CUST4166,494787.06,Auto,Rejected,2022-03-14 04:05:04
LN11049,CUST3111,615633.61,Auto,Rejected,2025-05-10 19:41:44
LN11050,CUST1463,633859.75,Education,Pending,2024-08-16 11:46:43
LN11051,CUST5252,283106.55,Auto,Rejected,2023-07-25 19:32:01
LN11052,CUST2516,369482.27,Home,Rejected,2023-06-29 13:44:49
LN11053,CUST2158,140947.64,Personal,Pending,2022-04-20 05:39:10
LN11054,CUST5779,378032.91,Education,Rejected,2025-09-01 22:15:18
LN11055,CUST1364,391744.45,Home,Rejected,2023-07-29 06:42:09
LN11056,CUST5649,433702.24,Personal,Pending,2022-03-31 06:28:56
LN11057,CUST5965,133108.09,Home,Approved,2024-07-14 08:09:25
LN11058,CUST3683,800968.78,Education,Approved,2022-06-05 16:00:49
LN11059,CUST4699,492873.58,Education,Pending,2022-12-06 02:10:40
LN11060,CUST4217,510597.01,Personal,Pending,2025-08-13 08:47:45
LN11061,CUST5140,197828.57,Education,Approved,2025-03-26 18:56:30
LN11062,CUST3841,968839.98,Education,Rejected,2022-06-14 21:33:22
LN11063,CUST3572,243777.85,Personal,Pending,2025-05-17 20:56:59
LN11064,CUST1291,212177.82,Auto,Pending,2024-04-22 13:48:47
LN11065,CUST3538,871198.37,Home,Rejected,2022-07-18 20:13:55
LN11066,CUST5161,906162.25,Education,Rejected,2022-01-20 19:47:44
LN11067,CUST2568,220807.49,Education,Pending,2024-03-24 20:36:08
LN11068,CUST1923,805117.69,Home,Approved,2022-04-30 21:24:43
LN11069,CUST1762,86173.07,Education,Rejected,2025-03-21 03:39:09
LN11070,CUST3389,472434.48,Home,Pending,2022-10-26 08:31:22
LN11071,CUST2942,73112.74,Home,Rejected,2024-04-08 09:24:55
LN11072,CUST4428,360536.37,Education,Approved,2024-09-14 16:24:24
LN11073,CUST2963,932349.45,Education,Approved,2022-02-06 17:13:44
LN11074,CUST2844,524895.66,Auto,Approved,2023-05-28 14:37:59
LN11075,CUST4271,113061.94,Personal,Pending,2025-08-19 17:26:11
LN11076,CUST2630,489020.71,Auto,Rejected,2023-03-08 05:15:35
LN11077,CUST5560,138873.99,Education,Rejected,2023-08-23 09:50:11
LN11078,CUST4222,943547.64,Education,Pending,2025-10-11 10:42:13
LN11079,CUST4814,75494.42,Home,Rejected,2023-06-10 04:51:46
LN11080,CUST1411,590994.53,Home,Rejected,2023-03-08 01:56:19
LN11081,CUST2413,127540.98,Education,Approved,2022-08-13 10:02:10
LN11082,CUST3080,369105.71,Education,Approved,2022-10-07 10:50:33
LN11083,CUST5436,739084.54,Home,Pending,2023-10-30 07:07:13
LN11084,CUST3377,628775.66,Home,Pending,2024-07-11 09:57:50
LN11085,CUST3919,346772.59,Education,Pending,2023-06-29 18:38:02
LN11086,CUST1323,127004.34,Home,Pending,2023-12-23 05:22:51
LN11087,CUST2672,929889.86,Auto,Approved,2023-05-18 13:12:01
LN11088,CUST2245,621303.96,Auto,Approved,2023-11-11 14:54:28
LN11089,CUST3075,907623.24,Education,Rejected,2024-11-24 00:45:25
LN11090,CUST3889,740378.53,Personal,Approved,2025-03-04 18:57:10
LN11091,CUST4538,429978.04,Personal,Pending,2023-05-24 21:19:02
LN11092,CUST1352,916635.91,Personal,Approved,2024-01-16 08:57:56
LN11093,CUST2176,133876.16,Auto,Pending,2025-08-22 05:17:28
LN11094,CUST4604,235021.6,Education,Rejected,2023-05-26 06:14:11
LN11095,CUST5623,678677.17,Education,Rejected,2024-05-31 11:52:42
LN11096,CUST4374,942654.28,Home,Rejected,2023-08-28 09:22:46
LN11097,CUST5260,838065.09,Auto,Pending,2023-03-02 03:35:37
LN11098,CUST5490,376463.27,Home,Approved,2024-06-17 14:19:07
LN11099,CUST5051,136480.68,Education,Pending,2023-05-06 14:14:01
LN11100,CUST3037,440918.07,Auto,Approved,2025-01-10 15:49:40
LN11101,CUST1318,826257.97,Home,Approved,2022-03-07 18:08:24
LN11102,CUST4771,796147.36,Education,Approved,2022-04-26 12:13:59
LN11103,CUST4752,94049.39,Education,Rejected,2024-04-11 13:59:10
LN11104,CUST2543,459309.67,Auto,Pending,2023-06-06 09:06:42
LN11105,CUST3364,436061.08,Personal,Pending,2025-04-16 22:40:06
LN11106,CUST5895,316945.11,Auto,Pending,2025-05-20 00:11:51
LN11107,CUST1478,147239.38,Education,Pending,2023-01-22 01:43:29
LN11108,CUST5482,553967.16,Auto,Pending,2025-02-02 19:05:50
LN11109,CUST4540,514619.43,Home,Pending,2024-04-01 00:22:20
LN11110,CUST3500,622573.69,Auto,Approved,2025-07-28 07:21:44
LN11111,CUST5119,620550.75,Personal,Approved,2024-01-15 23:06:12
LN11112,CUST4825,252490.73,Personal,Rejected,2022-11-13 04:18:25
LN11113,CUST2996,662325.65,Personal,Rejected,2024-01-19 18:33:42
LN11114,CUST4223,681157.24,Personal,Approved,2025-10-30 14:34:35
LN11115,CUST3895,798108.72,Auto,Pending,2023-08-26 16:57:31
LN11116,CUST2258,702524.88,Education,Rejected,2022-11-29 12:09:40
LN11117,CUST2835,583346.7,Auto,Pending,2023-12-13 16:04:12
LN11118,CUST5588,504005.63,Auto,Approved,2024-08-04 17:44:16
LN11119,CUST4800,427796.03,Education,Approved,2024-02-08 15:19:17
LN11120,CUST1910,989711.22,Home,Pending,2023-05-15 16:11:26
LN11121,CUST3217,206224.98,Auto,Rejected,2024-03-07 08:18:32
LN11122,CUST1268,865390.7,Personal,Rejected,2025-06-13 19:23:09
LN11123,CUST2899,546307.01,Auto,Rejected,2023-12-12 04:30:17
LN11124,CUST3580,878965.8,Auto,Pending,2022-11-12 22:14:42
LN11125,CUST3917,260494.34,Home,Pending,2025-01-19 17:26:59
LN11126,CUST3382,985486.07,Personal,Approved,2023-07-02 17:13:45
LN11127,CUST5736,421104.5,Auto,Rejected,2022-09-08 01:53:46
LN11128,CUST1569,489884.18,Education,Rejected,2023-12-23 01:26:03
LN11129,CUST4727,934301.62,Personal,Pending,2024-07-26 12:00:04
LN11130,CUST4484,812683.87,Home,Pending,2023-03-29 06:00:07
LN11131,CUST4312,905619.23,Education,Approved,2022-04-01 22:28:15
LN11132,CUST1978,885527.33,Personal,Pending,2024-08-04 02:09:55
LN11133,CUST4490,596821.44,Auto,Rejected,2025-01-20 06:10:39
LN11134,CUST4768,226721.95,Home,Rejected,2025-09-27 08:53:25
LN11135,CUST3415,575093.47,Education,Approved,2024-01-27 02:56:06
LN11136,CUST3074,997129.15,Auto,Approved,2025-05-28 18:40:39
