device_id,customer_id,device_type,os,registration_date
DEV_003086,CUST_04990,Mobile,MacOS,2021-05-30
DEV_003087,CUST_04070,POS Terminal,Android,2021-01-28
DEV_003088,CUST_04433,Mobile,Windows,2021-06-30
DEV_003089,CUST_04771,Mobile,iOS,2022-03-27
DEV_003090,CUST_04201,Mobile,Windows,2020-11-01
DEV_003091,CUST_03762,POS Terminal,Windows,2021-05-07
DEV_003092,CUST_04799,Desktop,Android,2021-09-28
DEV_003093,CUST_01148,Mobile,iOS,2022-11-08
DEV_003094,CUST_03782,Desktop,Android,2021-07-10
DEV_003095,CUST_01291,Mobile,iOS,2020-03-24
DEV_003096,CUST_03115,Desktop,Linux,2020-03-01
DEV_003097,CUST_03879,Mobile,Linux,2020-12-02
DEV_003098,CUST_02701,Mobile,MacOS,2022-09-06
DEV_003099,CUST_00674,Mobile,Android,2021-04-03
DEV_003100,CUST_02976,Mobile,Linux,2020-01-03
DEV_003101,CUST_02372,Mobile,N/A,2020-01-14
DEV_003102,CUST_00757,Mobile,Windows,2022-11-18
DEV_003103,CUST_04297,Mobile,Windows,2022-06-08
DEV_003104,CUST_04338,POS Terminal,Linux,2022-03-11
DEV_003105,CUST_02902,Desktop,Android,2022-03-08
DEV_003106,CUST_01488,ATM,MacOS,2020-05-08
DEV_003107,CUST_00968,Mobile,Windows,2020-04-22
DEV_003108,CUST_03013,Mobile,MacOS,2020-08-27
DEV_003109,CUST_02353,POS Terminal,Windows,2022-03-03
DEV_003110,CUST_04410,Desktop,iOS,2022-10-28
DEV_003111,CUST_02844,Desktop,Linux,2021-02-17
DEV_003112,CUST_00883,Desktop,Android,2020-06-02
DEV_003113,CUST_00498,Desktop,Windows,2020-06-15
DEV_003114,CUST_03429,POS Terminal,Linux,2021-01-30
DEV_003115,CUST_01906,Desktop,MacOS,2021-11-16
DEV_003116,CUST_01541,ATM,Android,2020-02-22
DEV_003117,CUST_01999,POS Terminal,Android,2020-04-08
DEV_003118,CUST_01333,Mobile,Linux,2020-05-15
DEV_003119,CUST_03367,Mobile,Linux,2022-02-07
DEV_003120,CUST_01573,Mobile,Linux,2022-12-16
DEV_003121,CUST_03665,Mobile,iOS,2020-04-24
DEV_003122,CUST_03455,Mobile,iOS,2021-07-25
DEV_003123,CUST_03817,Mobile,Android,2020-06-13
DEV_003124,CUST_01361,Mobile,Linux,2021-08-23
DEV_003125,CUST_00564,Desktop,N/A,2020-05-29
DEV_003126,CUST_00734,Mobile,N/A,2021-10-20
DEV_003127,CUST_00753,Desktop,iOS,2020-04-21
DEV_003128,CUST_02357,Mobile,Android,2022-07-17
DEV_003129,CUST_04244,POS Terminal,Windows,2022-04-15
DEV_003130,CUST_02975,POS Terminal,N/A,2020-12-28
DEV_003131,CUST_03987,Mobile,Linux,2022-12-04
DEV_003132,CUST_02716,POS Terminal,iOS,2021-02-05
DEV_003133,CUST_01786,Mobile,Android,2022-06-26
DEV_003134,CUST_04788,POS Terminal,Linux,2022-04-22
DEV_003135,CUST_02634,Desktop,Android,2020-10-21
DEV_003136,CUST_02093,Mobile,Windows,2020-04-13
DEV_003137,CUST_01806,Mobile,N/A,2022-01-24
DEV_003138,CUST_03364,Mobile,Android,2021-03-27
DEV_003139,CUST_04360,POS Terminal,Android,2021-07-27
DEV_003140,CUST_03056,Desktop,Windows,2021-07-07
DEV_003141,CUST_01249,Mobile,MacOS,2020-02-04
DEV_003142,CUST_00216,Desktop,Linux,2022-10-11
DEV_003143,CUST_03946,Mobile,Windows,2022-06-21
DEV_003144,CUST_04327,Mobile,N/A,2022-06-25
DEV_003145,CUST_01726,POS Terminal,Windows,2021-07-30
DEV_003146,CUST_02702,Desktop,N/A,2022-03-11
DEV_003147,CUST_01201,Mobile,Linux,2020-11-28
DEV_003148,CUST_03635,POS Terminal,N/A,2020-04-29
DEV_003149,CUST_01541,Mobile,Android,2022-07-08
DEV_003150,CUST_04803,Mobile,iOS,2020-10-13
DEV_003151,CUST_00513,Mobile,Linux,2022-04-05
DEV_003152,CUST_03712,Desktop,Windows,2022-04-23
DEV_003153,CUST_03937,Desktop,Android,2020-09-23
DEV_003154,CUST_02353,Mobile,N/A,2020-10-07
DEV_003155,CUST_03833,Desktop,MacOS,2021-12-06
DEV_003156,CUST_04447,POS Terminal,Android,2020-02-09
DEV_003157,CUST_00803,Desktop,iOS,2020-07-07
DEV_003158,CUST_04547,POS Terminal,Android,2022-10-04
DEV_003159,CUST_00902,Mobile,iOS,2022-08-29
DEV_003160,CUST_04159,Mobile,MacOS,2022-02-26
DEV_003161,CUST_01789,Desktop,MacOS,2020-04-07
DEV_003162,CUST_04601,Mobile,Android,2020-11-25
DEV_003163,CUST_02313,Mobile,Linux,2020-05-16
DEV_003164,CUST_01700,Mobile,Linux,2021-06-23
DEV_003165,CUST_03151,POS Terminal,Linux,2020-02-16
DEV_003166,CUST_01209,Mobile,N/A,2022-03-24
DEV_003167,CUST_02994,Mobile,N/A,2022-12-09
DEV_003168,CUST_02543,Mobile,MacOS,2022-12-28
DEV_003169,CUST_01595,POS Terminal,iOS,2021-06-22
DEV_003170,CUST_03442,Desktop,N/A,2020-05-17
DEV_003171,CUST_01839,Mobile,N/A,2021-02-03
DEV_003172,CUST_04860,POS Terminal,Windows,2021-02-10
DEV_003173,CUST_03673,POS Terminal,Android,2021-02-19
DEV_003174,CUST_02903,Desktop,N/A,2022-07-18
DEV_003175,CUST_02340,Mobile,N/A,2021-04-20
DEV_003176,CUST_04522,Desktop,iOS,2020-07-01
DEV_003177,CUST_02343,POS Terminal,Windows,2020-09-28
DEV_003178,CUST_04929,Mobile,MacOS,2021-10-05
DEV_003179,CUST_00500,Mobile,Windows,2022-01-02
DEV_003180,CUST_03628,Mobile,MacOS,2020-12-16
DEV_003181,CUST_00845,Desktop,MacOS,2021-02-18
DEV_003182,CUST_03664,Desktop,N/A,2021-12-07
DEV_003183,CUST_01061,Mobile,N/A,2022-04-01
DEV_003184,CUST_02682,Mobile,N/A,2020-08-10
DEV_003185,CUST_01421,POS Terminal,iOS,2022-08-14
DEV_003186,CUST_00750,POS Terminal,Linux,2020-06-11
DEV_003187,CUST_01948,POS Terminal,Linux,2022-08-08
DEV_003188,CUST_01046,POS Terminal,iOS,2020-01-22
DEV_003189,CUST_03412,Mobile,Android,2021-02-23
DEV_003190,CUST_04591,Mobile,MacOS,2020-12-02
DEV_003191,CUST_03475,Desktop,Android,2020-07-27
DEV_003192,CUST_01227,Mobile,MacOS,2020-06-09
DEV_003193,CUST_02974,Mobile,N/A,2020-11-30
DEV_003194,CUST_01370,Mobile,MacOS,2020-01-01
DEV_003195,CUST_01039,POS Terminal,N/A,2022-02-16
DEV_003196,CUST_01788,Mobile,Linux,2020-08-18
DEV_003197,CUST_01653,Mobile,Linux,2021-03-24
DEV_003198,CUST_04716,Desktop,MacOS,2022-05-14
DEV_003199,CUST_04723,POS Terminal,N/A,2021-05-02
DEV_003200,CUST_04368,POS Terminal,Linux,2022-11-17
DEV_003201,CUST_00420,Desktop,Linux,2021-10-12
DEV_003202,CUST_02898,Mobile,N/A,2020-09-28
DEV_003203,CUST_04585,Mobile,Windows,2022-08-15
DEV_003204,CUST_03303,POS Terminal,Windows,2022-10-12
DEV_003205,CUST_00796,Desktop,N/A,2021-12-07
DEV_003206,CUST_02810,POS Terminal,MacOS,2022-02-09
DEV_003207,CUST_00467,Mobile,Linux,2020-09-05
DEV_003208,CUST_04536,Mobile,Windows,2021-01-24
DEV_003209,CUST_01355,Desktop,Android,2021-03-22
DEV_003210,CUST_00273,POS Terminal,MacOS,2022-07-05
DEV_003211,CUST_02750,ATM,MacOS,2020-06-01
DEV_003212,CUST_03490,POS Terminal,Android,2021-08-30
DEV_003213,CUST_03869,Desktop,MacOS,2021-09-20
DEV_003214,CUST_03652,Desktop,Linux,2021-06-25
DEV_003215,CUST_00956,POS Terminal,Windows,2020-04-10
DEV_003216,CUST_03410,Mobile,iOS,2020-12-11
DEV_003217,CUST_01920,ATM,Windows,2021-10-23
DEV_003218,CUST_02933,Desktop,N/A,2020-04-07
DEV_003219,CUST_00188,ATM,Android,2020-10-15
DEV_003220,CUST_00208,POS Terminal,iOS,2022-03-21
DEV_003221,CUST_00074,Mobile,N/A,2021-08-25
DEV_003222,CUST_04769,Mobile,N/A,2022-11-11
DEV_003223,CUST_02620,Mobile,Linux,2020-03-29
DEV_003224,CUST_01050,Mobile,Linux,2020-07-12
DEV_003225,CUST_04970,Mobile,Windows,2022-06-02
DEV_003226,CUST_01882,Desktop,MacOS,2021-07-18
DEV_003227,CUST_00515,Mobile,N/A,2021-08-06
DEV_003228,CUST_03329,Mobile,MacOS,2020-04-18
DEV_003229,CUST_00280,ATM,Android,2021-04-29
DEV_003230,CUST_02987,Mobile,MacOS,2022-07-14
DEV_003231,CUST_04856,POS Terminal,Linux,2021-02-23
DEV_003232,CUST_00556,Mobile,iOS,2021-05-27
DEV_003233,CUST_03380,POS Terminal,N/A,2020-07-27
DEV_003234,CUST_00291,Mobile,Windows,2022-03-26
DEV_003235,CUST_04881,Desktop,Windows,2022-08-21
DEV_003236,CUST_02874,Desktop,Windows,2022-12-30
DEV_003237,CUST_03019,POS Terminal,MacOS,2020-08-09
DEV_003238,CUST_01623,Mobile,iOS,2020-10-17
DEV_003239,CUST_04838,Mobile,MacOS,2022-08-06
DEV_003240,CUST_03552,POS Terminal,MacOS,2022-10-20
DEV_003241,CUST_04179,Mobile,N/A,2022-11-17
DEV_003242,CUST_03276,Mobile,Linux,2020-12-14
DEV_003243,CUST_02012,Desktop,N/A,2021-01-17
DEV_003244,CUST_02690,Mobile,Linux,2020-06-02
DEV_003245,CUST_00083,Mobile,N/A,2020-01-29
DEV_003246,CUST_03996,Mobile,N/A,2020-11-26
DEV_003247,CUST_00648,Mobile,MacOS,2020-07-07
DEV_003248,CUST_04247,Desktop,N/A,2022-10-03
DEV_003249,CUST_03693,Mobile,Android,2021-01-08
DEV_003250,CUST_01758,POS Terminal,Android,2020-07-28
DEV_003251,CUST_04956,POS Terminal,Android,2021-01-31
DEV_003252,CUST_03340,Mobile,N/A,2021-06-18
DEV_003253,CUST_03658,POS Terminal,MacOS,2022-11-29
DEV_003254,CUST_04211,POS Terminal,iOS,2022-05-09
DEV_003255,CUST_03153,Desktop,Android,2020-12-17
DEV_003256,CUST_00726,ATM,Linux,2021-11-27
DEV_003257,CUST_01108,Mobile,Windows,2022-10-03
DEV_003258,CUST_04983,POS Terminal,Windows,2022-06-15
DEV_003259,CUST_02826,Desktop,MacOS,2021-04-23
DEV_003260,CUST_04906,Mobile,Windows,2022-05-22
DEV_003261,CUST_02202,POS Terminal,MacOS,2021-04-19
DEV_003262,CUST_01841,Desktop,Windows,2021-05-12
DEV_003263,CUST_04349,Mobile,iOS,2020-08-23
DEV_003264,CUST_02496,Mobile,iOS,2022-11-21
DEV_003265,CUST_03945,POS Terminal,iOS,2020-12-28
DEV_003266,CUST_00825,POS Terminal,iOS,2021-10-14
DEV_003267,CUST_04603,Desktop,Android,2022-04-16
DEV_003268,CUST_01735,Desktop,Linux,2020-02-29
DEV_003269,CUST_00351,Mobile,iOS,2021-11-24
DEV_003270,CUST_04914,Mobile,N/A,2021-04-13
DEV_003271,CUST_02174,POS Terminal,Android,2022-07-09
DEV_003272,CUST_03286,POS Terminal,MacOS,2020-02-16
DEV_003273,CUST_00835,Desktop,Windows,2022-10-06
DEV_003274,CUST_01988,ATM,Windows,2022-05-27
DEV_003275,CUST_03822,POS Terminal,Android,2022-04-04
DEV_003276,CUST_03672,Mobile,N/A,2020-08-31
DEV_003277,CUST_04992,Mobile,N/A,2022-07-17
DEV_003278,CUST_03003,Mobile,Windows,2022-09-06
DEV_003279,CUST_02510,Desktop,N/A,2020-05-05
DEV_003280,CUST_02673,POS Terminal,iOS,2022-04-04
DEV_003281,CUST_03443,Mobile,Windows,2022-10-13
DEV_003282,CUST_04159,POS Terminal,iOS,2021-04-28
DEV_003283,CUST_04847,Desktop,iOS,2022-04-09
DEV_003284,CUST_04122,POS Terminal,Windows,2022-11-27
DEV_003285,CUST_04097,Mobile,Android,2020-10-27
DEV_003286,CUST_01938,Mobile,MacOS,2020-02-01
DEV_003287,CUST_00298,Desktop,Android,2022-01-17
DEV_003288,CUST_02302,POS Terminal,Linux,2020-01-05
DEV_003289,CUST_03939,POS Terminal,Linux,2022-02-09
DEV_003290,CUST_01595,Desktop,iOS,2020-10-21
DEV_003291,CUST_03366,Mobile,iOS,2020-06-21
DEV_003292,CUST_03216,Mobile,Android,2020-12-16
DEV_003293,CUST_04305,POS Terminal,Android,2021-01-04
DEV_003294,CUST_03298,Mobile,iOS,2021-04-03
DEV_003295,CUST_01482,Desktop,N/A,2021-12-16
DEV_003296,CUST_04380,Desktop,MacOS,2021-11-02
DEV_003297,CUST_03675,Mobile,MacOS,2020-11-22
DEV_003298,CUST_03183,Mobile,Linux,2020-06-25
DEV_003299,CUST_04446,POS Terminal,N/A,2022-03-16
DEV_003300,CUST_03152,POS Terminal,MacOS,2022-01-19
DEV_003301,CUST_03788,POS Terminal,Windows,2020-01-31
DEV_003302,CUST_01774,Mobile,iOS,2021-11-17
DEV_003303,CUST_01352,Mobile,Android,2022-07-05
DEV_003304,CUST_01318,ATM,iOS,2020-08-02
DEV_003305,CUST_04280,Mobile,Windows,2021-06-26
DEV_003306,CUST_02031,Desktop,MacOS,2022-04-09
DEV_003307,CUST_00212,Mobile,iOS,2020-11-03
DEV_003308,CUST_01275,Desktop,Windows,2020-05-29
DEV_003309,CUST_04263,Mobile,N/A,2022-12-06
DEV_003310,CUST_03615,POS Terminal,MacOS,2020-12-22
DEV_003311,CUST_03735,ATM,Linux,2020-05-28
DEV_003312,CUST_01186,Mobile,N/A,2020-10-11
DEV_003313,CUST_00875,Mobile,Linux,2021-11-01
DEV_003314,CUST_04503,Desktop,Linux,2022-03-25
DEV_003315,CUST_03464,Mobile,N/A,2022-07-24
DEV_003316,CUST_02486,ATM,Windows,2020-03-21
DEV_003317,CUST_04501,Mobile,Windows,2022-12-30
DEV_003318,CUST_04371,Mobile,Android,2021-07-03
DEV_003319,CUST_03399,Desktop,Android,2021-04-26
DEV_003320,CUST_04888,POS Terminal,Linux,2022-05-30
DEV_003321,CUST_00136,Desktop,iOS,2021-08-14
DEV_003322,CUST_00333,Mobile,MacOS,2020-02-03
DEV_003323,CUST_01027,Mobile,Android,2020-11-20
DEV_003324,CUST_03234,Mobile,MacOS,2020-09-16
DEV_003325,CUST_01536,Mobile,N/A,2020-03-18
DEV_003326,CUST_02125,POS Terminal,iOS,2021-11-08
DEV_003327,CUST_02233,Mobile,Linux,2020-03-10
DEV_003328,CUST_03958,Mobile,MacOS,2021-04-15
DEV_003329,CUST_02618,POS Terminal,N/A,2022-06-06
DEV_003330,CUST_00953,Mobile,Linux,2021-05-28
DEV_003331,CUST_03370,POS Terminal,MacOS,2022-11-05
DEV_003332,CUST_03354,POS Terminal,iOS,2021-08-20
DEV_003333,CUST_01987,Mobile,Android,2020-09-23
DEV_003334,CUST_04568,POS Terminal,Windows,2021-09-02
DEV_003335,CUST_03464,Desktop,Linux,2021-11-22
DEV_003336,CUST_00165,Desktop,Android,2022-11-14
DEV_003337,CUST_01992,POS Terminal,MacOS,2020-05-15
DEV_003338,CUST_02706,POS Terminal,N/A,2020-06-21
DEV_003339,CUST_01740,Mobile,N/A,2021-08-03
DEV_003340,CUST_04260,Mobile,Android,2021-12-11
DEV_003341,CUST_00104,Mobile,Windows,2022-07-14
DEV_003342,CUST_04692,POS Terminal,Linux,2022-11-05
DEV_003343,CUST_04216,POS Terminal,Linux,2022-07-26
DEV_003344,CUST_01128,Mobile,Android,2020-03-14
DEV_003345,CUST_00364,Mobile,iOS,2022-06-22
DEV_003346,CUST_01570,POS Terminal,MacOS,2020-07-06
DEV_003347,CUST_00369,Mobile,Android,2022-01-01
DEV_003348,CUST_03950,Mobile,iOS,2021-01-01
DEV_003349,CUST_03758,Mobile,Linux,2021-04-26
DEV_003350,CUST_03398,Mobile,MacOS,2022-04-02
DEV_003351,CUST_04231,ATM,Linux,2022-07-05
DEV_003352,CUST_02093,ATM,Windows,2022-03-10
DEV_003353,CUST_01516,Mobile,N/A,2022-09-05
DEV_003354,CUST_00595,ATM,iOS,2021-02-05
DEV_003355,CUST_01446,Mobile,Windows,2021-01-17
DEV_003356,CUST_03623,POS Terminal,Windows,2020-02-23
DEV_003357,CUST_00766,Mobile,Windows,2022-07-14
DEV_003358,CUST_03217,POS Terminal,iOS,2021-07-16
DEV_003359,CUST_01341,Mobile,MacOS,2022-02-18
DEV_003360,CUST_01587,Mobile,Linux,2020-06-08
DEV_003361,CUST_03651,POS Terminal,MacOS,2020-05-10
DEV_003362,CUST_04632,Mobile,N/A,2022-08-02
DEV_003363,CUST_00634,ATM,MacOS,2022-10-10
DEV_003364,CUST_04757,Mobile,MacOS,2022-12-25
DEV_003365,CUST_00459,Mobile,Linux,2022-10-05
DEV_003366,CUST_02473,POS Terminal,Linux,2022-02-26
DEV_003367,CUST_01681,Desktop,iOS,2020-11-03
DEV_003368,CUST_04851,Mobile,N/A,2022-06-12
DEV_003369,CUST_01894,Mobile,Android,2022-11-01
DEV_003370,CUST_02116,Desktop,Linux,2022-10-15
DEV_003371,CUST_00509,Mobile,Linux,2020-11-11
DEV_003372,CUST_00736,Desktop,N/A,2020-09-22
DEV_003373,CUST_02752,Desktop,Android,2021-10-17
DEV_003374,CUST_02172,Desktop,Linux,2022-11-23
DEV_003375,CUST_02844,ATM,MacOS,2021-02-05
DEV_003376,CUST_00292,Desktop,N/A,2022-10-08
DEV_003377,CUST_04517,Mobile,Linux,2020-03-19
DEV_003378,CUST_01919,Mobile,iOS,2022-12-25
DEV_003379,CUST_00812,Desktop,Linux,2021-10-13
DEV_003380,CUST_02098,Mobile,Android,2022-12-09
DEV_003381,CUST_02010,Mobile,MacOS,2020-01-02
DEV_003382,CUST_04279,POS Terminal,Android,2022-03-27
DEV_003383,CUST_04343,POS Terminal,N/A,2021-01-16
DEV_003384,CUST_00650,Desktop,Linux,2021-05-01
DEV_003385,CUST_02598,Desktop,Linux,2022-01-25
DEV_003386,CUST_00561,Mobile,iOS,2020-04-16
DEV_003387,CUST_00770,Desktop,MacOS,2021-07-05
DEV_003388,CUST_04652,POS Terminal,Linux,2020-03-02
DEV_003389,CUST_00504,POS Terminal,iOS,2022-01-08
DEV_003390,CUST_00628,Mobile,iOS,2022-03-10
DEV_003391,CUST_03385,POS Terminal,Android,2022-02-19
DEV_003392,CUST_03863,POS Terminal,MacOS,2021-11-10
DEV_003393,CUST_03360,Mobile,Windows,2022-07-24
DEV_003394,CUST_04257,Mobile,N/A,2020-03-19
DEV_003395,CUST_02175,POS Terminal,iOS,2020-03-03
DEV_003396,CUST_03528,Desktop,Windows,2020-09-12
DEV_003397,CUST_02538,POS Terminal,Android,2020-12-09
DEV_003398,CUST_02287,Mobile,iOS,2021-07-26
DEV_003399,CUST_02224,Mobile,N/A,2020-12-26
DEV_003400,CUST_02258,Mobile,MacOS,2021-12-02
DEV_003401,CUST_03581,Desktop,Windows,2022-02-06
DEV_003402,CUST_01996,Desktop,MacOS,2021-07-03
DEV_003403,CUST_00634,POS Terminal,Windows,2021-05-29
DEV_003404,CUST_00501,POS Terminal,Android,2021-01-08
DEV_003405,CUST_01564,ATM,iOS,2022-12-08
DEV_003406,CUST_04076,Mobile,iOS,2022-03-16
DEV_003407,CUST_01175,Mobile,Android,2022-08-01
DEV_003408,CUST_01599,Mobile,N/A,2022-03-18
DEV_003409,CUST_02159,Desktop,N/A,2021-02-05
DEV_003410,CUST_03714,Mobile,Linux,2020-10-14
DEV_003411,CUST_01985,Desktop,Windows,2021-12-23
DEV_003412,CUST_00520,Mobile,N/A,2021-08-25
DEV_003413,CUST_01918,Mobile,N/A,2021-01-15
DEV_003414,CUST_01329,Desktop,Windows,2021-05-20
DEV_003415,CUST_00933,Mobile,Linux,2020-09-29
DEV_003416,CUST_01542,POS Terminal,Android,2022-12-26
DEV_003417,CUST_00408,POS Terminal,MacOS,2021-07-05
DEV_003418,CUST_01532,Mobile,MacOS,2022-03-12
DEV_003419,CUST_00624,POS Terminal,Android,2021-03-31
DEV_003420,CUST_02767,Desktop,MacOS,2021-02-02
DEV_003421,CUST_04648,Desktop,Android,2020-07-30
DEV_003422,CUST_02828,Mobile,Windows,2021-11-27
DEV_003423,CUST_04416,POS Terminal,Windows,2022-04-09
DEV_003424,CUST_00667,Mobile,Linux,2020-12-02
DEV_003425,CUST_00628,Mobile,N/A,2021-06-17
DEV_003426,CUST_03109,Mobile,Android,2020-06-12
DEV_003427,CUST_03277,Desktop,N/A,2021-11-02
DEV_003428,CUST_01785,Desktop,MacOS,2021-01-17
DEV_003429,CUST_01134,POS Terminal,Android,2022-12-27
DEV_003430,CUST_01510,POS Terminal,iOS,2021-11-22
DEV_003431,CUST_03390,ATM,Linux,2022-09-16
DEV_003432,CUST_01859,POS Terminal,iOS,2020-12-30
DEV_003433,CUST_01616,Mobile,Linux,2021-12-04
DEV_003434,CUST_03854,Desktop,Linux,2022-03-07
DEV_003435,CUST_04706,Desktop,Linux,2020-12-09
DEV_003436,CUST_04575,Desktop,iOS,2020-12-17
DEV_003437,CUST_04684,Desktop,Linux,2022-04-06
DEV_003438,CUST_03866,POS Terminal,Android,2021-03-29
DEV_003439,CUST_04689,Mobile,Android,2021-03-31
DEV_003440,CUST_02412,POS Terminal,iOS,2021-12-04
DEV_003441,CUST_00309,Mobile,Windows,2022-12-20
DEV_003442,CUST_04363,Mobile,Windows,2022-01-27
DEV_003443,CUST_01833,Desktop,iOS,2020-07-28
DEV_003444,CUST_04782,Desktop,Linux,2021-04-02
DEV_003445,CUST_02308,Mobile,Linux,2022-10-30
DEV_003446,CUST_02001,Desktop,Linux,2020-08-05
DEV_003447,CUST_00667,Desktop,iOS,2022-03-12
DEV_003448,CUST_01685,Mobile,Linux,2022-01-26
DEV_003449,CUST_03077,POS Terminal,Android,2022-01-19
DEV_003450,CUST_00446,Mobile,Linux,2020-02-22
DEV_003451,CUST_04384,POS Terminal,iOS,2022-09-29
DEV_003452,CUST_01082,Mobile,Linux,2022-11-28
DEV_003453,CUST_03144,Desktop,Android,2021-06-22
DEV_003454,CUST_04890,POS Terminal,N/A,2022-03-02
DEV_003455,CUST_03752,POS Terminal,iOS,2021-10-26
DEV_003456,CUST_04871,POS Terminal,Windows,2020-02-02
DEV_003457,CUST_04373,Mobile,iOS,2021-10-18
DEV_003458,CUST_01546,Mobile,MacOS,2022-09-25
DEV_003459,CUST_03646,Desktop,Windows,2021-08-11
DEV_003460,CUST_04832,Mobile,Windows,2021-06-19
DEV_003461,CUST_03208,POS Terminal,iOS,2021-04-04
DEV_003462,CUST_02784,Mobile,MacOS,2020-01-16
DEV_003463,CUST_00114,Mobile,Windows,2021-02-01
DEV_003464,CUST_00772,Desktop,N/A,2021-09-19
DEV_003465,CUST_01013,POS Terminal,Linux,2020-09-02
DEV_003466,CUST_03684,Mobile,MacOS,2022-11-15
DEV_003467,CUST_03251,POS Terminal,MacOS,2020-06-01
DEV_003468,CUST_01253,Desktop,N/A,2020-08-19
DEV_003469,CUST_03103,POS Terminal,N/A,2022-09-12
DEV_003470,CUST_04204,Desktop,iOS,2022-09-18
DEV_003471,CUST_04378,POS Terminal,iOS,2020-12-03
DEV_003472,CUST_02669,Mobile,iOS,2020-04-06
DEV_003473,CUST_02577,POS Terminal,MacOS,2021-02-11
DEV_003474,CUST_04091,Desktop,Android,2022-12-04
DEV_003475,CUST_01428,Mobile,iOS,2021-11-14
DEV_003476,CUST_03242,Mobile,Android,2021-04-28
DEV_003477,CUST_00878,POS Terminal,Windows,2021-07-05
DEV_003478,CUST_01199,Mobile,Linux,2020-03-18
DEV_003479,CUST_00454,Mobile,N/A,2020-06-25
DEV_003480,CUST_04605,Mobile,Linux,2022-01-15
DEV_003481,CUST_01264,Mobile,Android,2021-03-06
DEV_003482,CUST_02144,Desktop,N/A,2022-03-18
DEV_003483,CUST_03586,Mobile,MacOS,2021-09-21
DEV_003484,CUST_04187,Mobile,Linux,2020-06-29
DEV_003485,CUST_04329,Mobile,Android,2021-10-28
DEV_003486,CUST_04755,Desktop,iOS,2021-08-24
DEV_003487,CUST_03059,Desktop,Android,2022-07-18
DEV_003488,CUST_02857,Mobile,Windows,2020-08-08
DEV_003489,CUST_00912,Desktop,N/A,2021-10-31
DEV_003490,CUST_02772,Mobile,Android,2021-11-02
DEV_003491,CUST_01468,POS Terminal,iOS,2021-02-18
DEV_003492,CUST_00441,Mobile,Android,2020-08-07
DEV_003493,CUST_00996,POS Terminal,iOS,2021-03-19
DEV_003494,CUST_02112,Mobile,N/A,2020-12-21
DEV_003495,CUST_04101,POS Terminal,iOS,2022-01-19
DEV_003496,CUST_03730,Mobile,Windows,2021-03-15
DEV_003497,CUST_03469,Mobile,Windows,2022-05-09
DEV_003498,CUST_04713,Desktop,Linux,2022-09-01
DEV_003499,CUST_03840,POS Terminal,iOS,2022-12-10
DEV_003500,CUST_04461,Mobile,iOS,2020-07-18
DEV_003501,CUST_02839,Desktop,iOS,2021-05-02
DEV_003502,CUST_04721,Mobile,Linux,2022-05-22
DEV_003503,CUST_04603,POS Terminal,MacOS,2022-07-05
DEV_003504,CUST_00523,POS Terminal,Windows,2021-10-11
DEV_003505,CUST_00706,Mobile,Windows,2020-04-03
DEV_003506,CUST_01760,POS Terminal,iOS,2020-02-02
DEV_003507,CUST_00250,Mobile,Linux,2021-06-28
DEV_003508,CUST_04997,POS Terminal,iOS,2020-11-02
DEV_003509,CUST_04345,Desktop,Windows,2020-08-11
DEV_003510,CUST_01375,Desktop,N/A,2021-08-03
DEV_003511,CUST_01827,Mobile,Linux,2020-06-27
DEV_003512,CUST_02131,ATM,Android,2020-03-13
DEV_003513,CUST_03479,POS Terminal,Windows,2021-12-25
DEV_003514,CUST_01104,POS Terminal,Android,2020-12-29
DEV_003515,CUST_03994,Mobile,MacOS,2022-07-24
DEV_003516,CUST_00259,Mobile,Android,2022-02-23
DEV_003517,CUST_04218,Desktop,Linux,2022-12-19
DEV_003518,CUST_01148,POS Terminal,Android,2020-09-06
DEV_003519,CUST_00905,POS Terminal,MacOS,2022-12-08
DEV_003520,CUST_02140,Mobile,Windows,2022-08-26
DEV_003521,CUST_03179,Desktop,MacOS,2020-05-03
DEV_003522,CUST_04148,POS Terminal,Linux,2020-09-26
DEV_003523,CUST_04390,Mobile,N/A,2022-09-05
DEV_003524,CUST_02348,Mobile,N/A,2020-01-14
DEV_003525,CUST_01592,Mobile,Android,2021-07-10
DEV_003526,CUST_02242,Desktop,Android,2022-01-09
DEV_003527,CUST_03629,POS Terminal,Linux,2020-09-22
DEV_003528,CUST_00855,POS Terminal,iOS,2021-04-26
DEV_003529,CUST_00751,Desktop,Linux,2022-11-19
DEV_003530,CUST_04050,Mobile,Linux,2022-12-14
DEV_003531,CUST_02368,Desktop,MacOS,2021-12-14
DEV_003532,CUST_00239,POS Terminal,MacOS,2022-04-03
DEV_003533,CUST_02696,Desktop,Linux,2020-11-29
DEV_003534,CUST_04637,Mobile,Windows,2020-10-07
DEV_003535,CUST_01317,POS Terminal,Android,2021-11-08
DEV_003536,CUST_02305,POS Terminal,Linux,2022-05-26
DEV_003537,CUST_00108,POS Terminal,iOS,2022-05-02
DEV_003538,CUST_01605,POS Terminal,Android,2020-04-29
DEV_003539,CUST_01909,Mobile,Windows,2021-10-26
DEV_003540,CUST_02231,POS Terminal,Linux,2022-11-03
DEV_003541,CUST_03778,Desktop,N/A,2022-04-30
DEV_003542,CUST_00367,Mobile,Windows,2022-07-10
DEV_003543,CUST_04927,Desktop,N/A,2022-06-24
